candidate_id,ticker,company_name,category,likely_event_year,source_hint,source_url_if_known,edgar_query,confidence_level,priority,verification_status,reason_for_inclusion,fields_needed_for_partial,notes
CAND-0036-ROFR_ROFN_CASE-EXEL,EXEL,"Exelixis, Inc.",ROFR_ROFN_CASE,2018-2024,EDGAR 8-K and 10-K ROFR/ROFN search; source_queries.md Section 1C,https://efts.sec.gov/LATEST/search-index,https://efts.sec.gov/LATEST/search-index?q=EXEL+%22Exelixis%2C+Inc.%22+%22right+of+first+refusal%22+OR+%22right+of+first+negotiation%22&forms=8-K%2C10-K%2C10-Q&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,LOW,CANDIDATE,"EXEL appears in the local biotech scanner universe; row is a category-specific EDGAR search target for ROFR_ROFN_CASE, not verified evidence",agreement_8k_url|exhibit_url|observation_date|rights_holder|rofr_scope|excerpt|outcome_check|price_window,Generated from predictions_v12.csv. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0037-ASSET_SALE-FHTX,FHTX,Foghorn Therapeutics Inc.,ASSET_SALE,2018-2024,EDGAR 8-K asset purchase agreement search; source_queries.md Section 1E,https://efts.sec.gov/LATEST/search-index,https://efts.sec.gov/LATEST/search-index?q=FHTX+%22Foghorn+Therapeutics+Inc.%22+%22asset+purchase+agreement%22+%22program%22&forms=8-K&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,LOW,CANDIDATE,"FHTX appears in the local biotech scanner universe; row is a category-specific EDGAR search target for ASSET_SALE, not verified evidence",asset_sale_8k_url|asset_description|buyer|consideration|retained_company_status|price_window,Generated from predictions_v12.csv. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0038-COMPLETED_DEAL-GERN,GERN,Geron Corporation,COMPLETED_DEAL,2018-2024,BioPharma Dive M&A tracker; Biotechgate M&A archives; EDGAR 8-K merger agreement search,https://www.biopharmadive.com/news/biotech-pharma-deals-merger-acquisitions-tracker/604262/,https://efts.sec.gov/LATEST/search-index?q=GERN+%22Geron+Corporation%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,MED,CANDIDATE,"GERN appears in the local biotech scanner universe; row is a category-specific EDGAR search target for COMPLETED_DEAL, not verified evidence",merger_8k_url|merger_filing_date|deal_date|deal_price_per_share|acquirer|prior_process_signal_search|price_window,Generated from predictions_v12.csv. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0039-BANKRUPTCY_OR_WIND_DOWN-GLPG,GLPG,Galapagos N.V.,BANKRUPTCY_OR_WIND_DOWN,2018-2024,EDGAR 8-K wind-down and bankruptcy search; source_queries.md Section 1D,https://efts.sec.gov/LATEST/search-index,https://efts.sec.gov/LATEST/search-index?q=GLPG+%22Galapagos+N.V.%22+%22wind+down%22+OR+%22chapter+11%22+OR+%22cease+operations%22&forms=8-K&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,LOW,CANDIDATE,"GLPG appears in the local biotech scanner universe; row is a category-specific EDGAR search target for BANKRUPTCY_OR_WIND_DOWN, not verified evidence",sa_or_distress_8k_url|wind_down_or_bankruptcy_8k_url|outcome_date|chapter_check|price_window,Generated from predictions_v12.csv. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0040-COMPLETED_DEAL-IMCR,IMCR,Immunocore Holdings plc,COMPLETED_DEAL,2018-2024,BioPharma Dive M&A tracker; Biotechgate M&A archives; EDGAR 8-K merger agreement search,https://www.biopharmadive.com/news/biotech-pharma-deals-merger-acquisitions-tracker/604262/,https://efts.sec.gov/LATEST/search-index?q=IMCR+%22Immunocore+Holdings+plc%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,MED,CANDIDATE,"IMCR appears in the local biotech scanner universe; row is a category-specific EDGAR search target for COMPLETED_DEAL, not verified evidence",merger_8k_url|merger_filing_date|deal_date|deal_price_per_share|acquirer|prior_process_signal_search|price_window,Generated from predictions_v12.csv. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0041-COMPLETED_DEAL-JANX,JANX,"Janux Therapeutics, Inc.",COMPLETED_DEAL,2018-2024,BioPharma Dive M&A tracker; Biotechgate M&A archives; EDGAR 8-K merger agreement search,https://www.biopharmadive.com/news/biotech-pharma-deals-merger-acquisitions-tracker/604262/,https://efts.sec.gov/LATEST/search-index?q=JANX+%22Janux+Therapeutics%2C+Inc.%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,LOW,CANDIDATE,"JANX appears in the local biotech scanner universe; row is a category-specific EDGAR search target for COMPLETED_DEAL, not verified evidence",merger_8k_url|merger_filing_date|deal_date|deal_price_per_share|acquirer|prior_process_signal_search|price_window,Generated from predictions_v12.csv. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0042-FAILED_STRATEGIC_REVIEW-OCUL,OCUL,"Ocular Therapeutix, Inc.",FAILED_STRATEGIC_REVIEW,2018-2024,EDGAR 8-K strategic alternatives search; source_queries.md Section 1A,https://efts.sec.gov/LATEST/search-index,https://efts.sec.gov/LATEST/search-index?q=OCUL+%22Ocular+Therapeutix%2C+Inc.%22+%22strategic+alternatives%22+%22board+of+directors%22&forms=8-K&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,LOW,CANDIDATE,"OCUL appears in the local biotech scanner universe; row is a category-specific EDGAR search target for FAILED_STRATEGIC_REVIEW, not verified evidence",sa_8k_url|observation_date|sa_excerpt|outcome_check|price_window|no_deal_confirmation,Generated from predictions_v12.csv. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0043-ACTIVIST_13D_NO_DEAL-PCRX,PCRX,"Pacira BioSciences, Inc.",ACTIVIST_13D_NO_DEAL,2018-2024,EDGAR SC 13D search; WhaleWisdom / 13D Monitor cross-check; source_queries.md Section 1B,https://www.sec.gov/edgar/search/,https://efts.sec.gov/LATEST/search-index?q=PCRX+%22Pacira+BioSciences%2C+Inc.%22+%22Item+4%22+%22board+representation%22&forms=SC+13D%2CSC+13D%2FA&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,LOW,CANDIDATE,"PCRX appears in the local biotech scanner universe; row is a category-specific EDGAR search target for ACTIVIST_13D_NO_DEAL, not verified evidence",initial_13d_url|filing_date|activist_filer|item4_text|item4_intent|outcome_check|price_window,Generated from predictions_v12.csv. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0044-SALE_PRESSURE_13D-RARE,RARE,Ultragenyx Pharmaceutical Inc.,SALE_PRESSURE_13D,2018-2024,EDGAR SC 13D Item 4 sale-process phrase search; source_queries.md Section 1B,https://www.sec.gov/edgar/search/,https://efts.sec.gov/LATEST/search-index?q=RARE+%22Ultragenyx+Pharmaceutical+Inc.%22+%22Item+4%22+%22sale+of+the+company%22&forms=SC+13D%2CSC+13D%2FA&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,LOW,CANDIDATE,"RARE appears in the local biotech scanner universe; row is a category-specific EDGAR search target for SALE_PRESSURE_13D, not verified evidence",initial_13d_url|filing_date|activist_filer|item4_text|sale_pressure_excerpt|outcome_check|price_window,Generated from predictions_v12.csv. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0045-GOVERNANCE_ONLY_13D-MIRM,MIRM,"Mirum Pharmaceuticals, Inc.",GOVERNANCE_ONLY_13D,2018-2024,EDGAR SC 13D Item 4 governance phrase search; item4_parser governance-only calibration queue,https://www.sec.gov/edgar/search/,https://efts.sec.gov/LATEST/search-index?q=MIRM+%22Mirum+Pharmaceuticals%2C+Inc.%22+%22Item+4%22+%22board+of+directors%22+%22governance%22&forms=SC+13D%2CSC+13D%2FA&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,LOW,CANDIDATE,"MIRM appears in the local biotech scanner universe; row is a category-specific EDGAR search target for GOVERNANCE_ONLY_13D, not verified evidence",initial_13d_url|filing_date|activist_filer|item4_text|governance_only_classification|outcome_check,Generated from predictions_v12.csv. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0046-ROFR_ROFN_CASE-KMPH,KMPH,"KemPharm, Inc.",ROFR_ROFN_CASE,2018-2024,EDGAR 8-K and 10-K ROFR/ROFN search; source_queries.md Section 1C,https://efts.sec.gov/LATEST/search-index,https://efts.sec.gov/LATEST/search-index?q=KMPH+%22KemPharm%2C+Inc.%22+%22right+of+first+refusal%22+OR+%22right+of+first+negotiation%22&forms=8-K%2C10-K%2C10-Q&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,LOW,CANDIDATE,"KMPH appears in the local biotech scanner universe; row is a category-specific EDGAR search target for ROFR_ROFN_CASE, not verified evidence",agreement_8k_url|exhibit_url|observation_date|rights_holder|rofr_scope|excerpt|outcome_check|price_window,Generated from predictions_v12.csv. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0047-ASSET_SALE-FULC,FULC,"Fulcrum Therapeutics, Inc.",ASSET_SALE,2018-2024,EDGAR 8-K asset purchase agreement search; source_queries.md Section 1E,https://efts.sec.gov/LATEST/search-index,https://efts.sec.gov/LATEST/search-index?q=FULC+%22Fulcrum+Therapeutics%2C+Inc.%22+%22asset+purchase+agreement%22+%22program%22&forms=8-K&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,LOW,CANDIDATE,"FULC appears in the local biotech scanner universe; row is a category-specific EDGAR search target for ASSET_SALE, not verified evidence",asset_sale_8k_url|asset_description|buyer|consideration|retained_company_status|price_window,Generated from predictions_v12.csv. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0048-CAPITAL_RAISE_AFTER_PROCESS-LENZ,LENZ,"LENZ Therapeutics, Inc.",CAPITAL_RAISE_AFTER_PROCESS,2018-2024,EDGAR 8-K/S-3 capital raise search after process language,https://www.sec.gov/edgar/search/,https://efts.sec.gov/LATEST/search-index?q=LENZ+%22LENZ+Therapeutics%2C+Inc.%22+%22strategic+alternatives%22+%22registered+direct+offering%22&forms=8-K%2CS-3%2C424B5&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,LOW,CANDIDATE,"LENZ appears in the local biotech scanner universe; row is a category-specific EDGAR search target for CAPITAL_RAISE_AFTER_PROCESS, not verified evidence",sa_or_process_8k_url|capital_raise_8k_or_s3_url|raise_date|raise_size|outcome_check|price_window,Generated from predictions_v12.csv. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0049-BANKRUPTCY_OR_WIND_DOWN-QURE,QURE,uniQure N.V.,BANKRUPTCY_OR_WIND_DOWN,2018-2024,EDGAR 8-K wind-down and bankruptcy search; source_queries.md Section 1D,https://efts.sec.gov/LATEST/search-index,https://efts.sec.gov/LATEST/search-index?q=QURE+%22uniQure+N.V.%22+%22wind+down%22+OR+%22chapter+11%22+OR+%22cease+operations%22&forms=8-K&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,LOW,CANDIDATE,"QURE appears in the local biotech scanner universe; row is a category-specific EDGAR search target for BANKRUPTCY_OR_WIND_DOWN, not verified evidence",sa_or_distress_8k_url|wind_down_or_bankruptcy_8k_url|outcome_date|chapter_check|price_window,Generated from predictions_v12.csv. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0050-REVERSE_MERGER-BPMC,BPMC,Blueprint Medicines Corporation,REVERSE_MERGER,2018-2024,EDGAR 8-K reverse merger and strategic alternatives follow-up search,https://efts.sec.gov/LATEST/search-index,https://efts.sec.gov/LATEST/search-index?q=BPMC+%22Blueprint+Medicines+Corporation%22+%22strategic+alternatives%22+%22reverse+merger%22&forms=8-K&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,LOW,CANDIDATE,"BPMC appears in the local biotech scanner universe; row is a category-specific EDGAR search target for REVERSE_MERGER, not verified evidence",sa_8k_url|reverse_merger_8k_url|counterparty|deal_structure|outcome_date|price_window,Generated from predictions_v12.csv. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0051-COMPLETED_DEAL-GPCR,GPCR,Structure Therapeutics Inc.,COMPLETED_DEAL,2018-2024,BioPharma Dive M&A tracker; Biotechgate M&A archives; EDGAR 8-K merger agreement search,https://www.biopharmadive.com/news/biotech-pharma-deals-merger-acquisitions-tracker/604262/,https://efts.sec.gov/LATEST/search-index?q=GPCR+%22Structure+Therapeutics+Inc.%22+%22agreement+and+plan+of+merger%22+%22per+share%22&forms=8-K&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,LOW,CANDIDATE,"GPCR appears in the local biotech scanner universe; row is a category-specific EDGAR search target for COMPLETED_DEAL, not verified evidence",merger_8k_url|merger_filing_date|deal_date|deal_price_per_share|acquirer|prior_process_signal_search|price_window,Generated from predictions_v12.csv. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0052-FAILED_STRATEGIC_REVIEW-SMMT,SMMT,Summit Therapeutics Inc.,FAILED_STRATEGIC_REVIEW,2018-2024,EDGAR 8-K strategic alternatives search; source_queries.md Section 1A,https://efts.sec.gov/LATEST/search-index,https://efts.sec.gov/LATEST/search-index?q=SMMT+%22Summit+Therapeutics+Inc.%22+%22strategic+alternatives%22+%22board+of+directors%22&forms=8-K&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,LOW,CANDIDATE,"SMMT appears in the local biotech scanner universe; row is a category-specific EDGAR search target for FAILED_STRATEGIC_REVIEW, not verified evidence",sa_8k_url|observation_date|sa_excerpt|outcome_check|price_window|no_deal_confirmation,Generated from predictions_v12.csv. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0053-ACTIVIST_13D_NO_DEAL-AHCO,AHCO,AdaptHealth Corp.,ACTIVIST_13D_NO_DEAL,2018-2024,EDGAR SC 13D search; WhaleWisdom / 13D Monitor cross-check; source_queries.md Section 1B,https://www.sec.gov/edgar/search/,https://efts.sec.gov/LATEST/search-index?q=AHCO+%22AdaptHealth+Corp.%22+%22Item+4%22+%22board+representation%22&forms=SC+13D%2CSC+13D%2FA&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,LOW,CANDIDATE,"AHCO appears in the local biotech scanner universe; row is a category-specific EDGAR search target for ACTIVIST_13D_NO_DEAL, not verified evidence",initial_13d_url|filing_date|activist_filer|item4_text|item4_intent|outcome_check|price_window,Generated from predictions_v12.csv. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0054-SALE_PRESSURE_13D-CELC,CELC,Celcuity Inc.,SALE_PRESSURE_13D,2018-2024,EDGAR SC 13D Item 4 sale-process phrase search; source_queries.md Section 1B,https://www.sec.gov/edgar/search/,https://efts.sec.gov/LATEST/search-index?q=CELC+%22Celcuity+Inc.%22+%22Item+4%22+%22sale+of+the+company%22&forms=SC+13D%2CSC+13D%2FA&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,LOW,CANDIDATE,"CELC appears in the local biotech scanner universe; row is a category-specific EDGAR search target for SALE_PRESSURE_13D, not verified evidence",initial_13d_url|filing_date|activist_filer|item4_text|sale_pressure_excerpt|outcome_check|price_window,Generated from predictions_v12.csv. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0055-GOVERNANCE_ONLY_13D-ACCD,ACCD,"Accolade, Inc.",GOVERNANCE_ONLY_13D,2018-2024,EDGAR SC 13D Item 4 governance phrase search; item4_parser governance-only calibration queue,https://www.sec.gov/edgar/search/,https://efts.sec.gov/LATEST/search-index?q=ACCD+%22Accolade%2C+Inc.%22+%22Item+4%22+%22board+of+directors%22+%22governance%22&forms=SC+13D%2CSC+13D%2FA&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,LOW,CANDIDATE,"ACCD appears in the local biotech scanner universe; row is a category-specific EDGAR search target for GOVERNANCE_ONLY_13D, not verified evidence",initial_13d_url|filing_date|activist_filer|item4_text|governance_only_classification|outcome_check,Generated from predictions_v12.csv. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0056-ROFR_ROFN_CASE-ADUS,ADUS,Addus HomeCare Corporation,ROFR_ROFN_CASE,2018-2024,EDGAR 8-K and 10-K ROFR/ROFN search; source_queries.md Section 1C,https://efts.sec.gov/LATEST/search-index,https://efts.sec.gov/LATEST/search-index?q=ADUS+%22Addus+HomeCare+Corporation%22+%22right+of+first+refusal%22+OR+%22right+of+first+negotiation%22&forms=8-K%2C10-K%2C10-Q&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,LOW,CANDIDATE,"ADUS appears in the local biotech scanner universe; row is a category-specific EDGAR search target for ROFR_ROFN_CASE, not verified evidence",agreement_8k_url|exhibit_url|observation_date|rights_holder|rofr_scope|excerpt|outcome_check|price_window,Generated from predictions_v12.csv. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0057-ASSET_SALE-TARS,TARS,"Tarsus Pharmaceuticals, Inc.",ASSET_SALE,2018-2024,EDGAR 8-K asset purchase agreement search; source_queries.md Section 1E,https://efts.sec.gov/LATEST/search-index,https://efts.sec.gov/LATEST/search-index?q=TARS+%22Tarsus+Pharmaceuticals%2C+Inc.%22+%22asset+purchase+agreement%22+%22program%22&forms=8-K&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,LOW,CANDIDATE,"TARS appears in the local biotech scanner universe; row is a category-specific EDGAR search target for ASSET_SALE, not verified evidence",asset_sale_8k_url|asset_description|buyer|consideration|retained_company_status|price_window,Generated from predictions_v12.csv. Candidate only. Do not promote without EDGAR/source_evidence verification.
CAND-0058-CAPITAL_RAISE_AFTER_PROCESS-ITCI,ITCI,"Intra-Cellular Therapies, Inc.",CAPITAL_RAISE_AFTER_PROCESS,2018-2024,EDGAR 8-K/S-3 capital raise search after process language,https://www.sec.gov/edgar/search/,https://efts.sec.gov/LATEST/search-index?q=ITCI+%22Intra-Cellular+Therapies%2C+Inc.%22+%22strategic+alternatives%22+%22registered+direct+offering%22&forms=8-K%2CS-3%2C424B5&dateRange=custom&startdt=2018-01-01&enddt=2024-12-31,LOW,LOW,CANDIDATE,"ITCI appears in the local biotech scanner universe; row is a category-specific EDGAR search target for CAPITAL_RAISE_AFTER_PROCESS, not verified evidence",sa_or_process_8k_url|capital_raise_8k_or_s3_url|raise_date|raise_size|outcome_check|price_window,Generated from predictions_v12.csv. Candidate only. Do not promote without EDGAR/source_evidence verification.
